,Date,Tidal_Variation,Waves,Current_Speed,Direction_of_Flow,Dredging_Requirement,Depth,Siltation_Amount,Ships_Frequency,Heavy_Rainfall,Channel
710,2018-12-12,4.89,0.45,0.1,1,2,15.93,1.25,20,1,2
711,2018-12-13,4.1,1.34,0.74,1,2,8.7,2.82,6,1,2
712,2018-12-14,3.68,2.21,2.17,0,2,17.52,1.2,16,0,1
713,2018-12-15,1.87,1.25,0.39,1,2,14.55,1.6,20,1,2
714,2018-12-16,1.83,1.95,0.1,1,2,10.12,2.59,20,1,2
715,2018-12-17,3.75,1.39,2.13,0,2,11.0,2.24,15,1,1
716,2018-12-18,3.15,2.26,2.44,1,0,9.83,2.63,28,1,2
717,2018-12-19,2.04,2.12,1.22,1,2,12.02,1.56,29,0,2
718,2018-12-20,3.23,0.16,0.21,1,2,10.63,2.01,25,0,2
719,2018-12-21,1.13,0.01,0.11,1,2,9.95,2.47,10,1,2
720,2018-12-22,0.73,2.53,0.9,0,1,15.93,1.69,14,1,2
721,2018-12-23,1.52,2.4,2.32,1,0,11.62,2.92,28,1,2
722,2018-12-24,1.58,2.29,1.62,0,2,9.37,2.91,8,1,2
723,2018-12-25,3.69,2.82,1.05,1,2,10.83,2.98,21,0,2
724,2018-12-26,3.64,0.76,0.29,0,1,12.93,1.02,8,0,1
725,2018-12-27,0.55,1.89,0.62,0,1,9.47,2.59,10,1,2
726,2018-12-28,2.77,1.15,0.29,1,2,8.66,2.86,28,0,1
727,2018-12-29,1.02,0.09,0.42,0,1,10.59,2.06,27,1,1
728,2018-12-30,3.87,0.16,1.7,0,2,9.05,2.82,9,1,1
729,2018-12-31,1.57,2.92,0.45,1,2,8.83,2.37,13,1,2
730,2019-01-01,1.33,1.7,2.08,0,2,11.52,2.05,24,1,1
731,2019-01-02,3.42,0.91,1.14,0,2,10.73,2.57,10,0,1
732,2019-01-03,3.03,1.06,0.91,0,1,10.27,2.96,14,0,2
733,2019-01-04,0.82,1.52,1.28,0,2,18.34,1.81,26,1,1
734,2019-01-05,0.84,0.3,0.46,1,2,14.67,1.84,29,0,1
735,2019-01-06,0.67,0.8,1.58,1,0,18.95,1.86,27,0,1
736,2019-01-07,1.86,1.37,1.54,1,0,8.65,2.88,8,1,1
737,2019-01-08,2.17,0.66,0.24,1,2,10.62,2.98,24,0,1
738,2019-01-09,0.05,0.74,2.33,1,0,18.19,1.75,19,1,2
739,2019-01-10,3.95,1.74,0.93,0,1,13.13,1.24,22,0,1
740,2019-01-11,2.24,1.56,1.56,0,2,16.27,1.49,25,1,1
741,2019-01-12,2.37,0.07,0.25,1,2,18.08,1.96,12,1,2
742,2019-01-13,2.24,0.37,1.6,0,2,11.36,2.47,21,1,2
743,2019-01-14,0.65,1.11,0.32,1,2,11.5,2.87,9,1,2
744,2019-01-15,1.99,0.47,2.27,1,0,15.94,1.05,25,1,2
745,2019-01-16,1.36,0.99,2.11,1,0,13.05,1.64,28,1,1
746,2019-01-17,4.56,1.2,0.18,0,1,9.37,2.41,28,0,1
747,2019-01-18,0.2,1.77,0.94,1,2,11.48,2.13,26,1,1
748,2019-01-19,0.21,0.94,2.43,0,2,19.05,1.88,9,1,2
749,2019-01-20,4.86,2.42,2.44,0,2,10.72,2.55,24,0,2
750,2019-01-21,0.23,1.57,0.18,0,1,18.49,1.12,13,0,2
751,2019-01-22,1.46,2.56,1.62,1,0,17.12,2.0,25,1,1
752,2019-01-23,4.71,1.38,1.96,1,0,13.8,1.12,13,1,2
753,2019-01-24,2.97,2.11,0.83,1,2,10.83,2.06,12,0,2
754,2019-01-25,0.7,1.46,0.15,0,1,8.01,2.2,10,1,1
755,2019-01-26,4.64,0.41,1.21,1,2,16.79,1.62,24,0,1
756,2019-01-27,4.52,0.15,2.15,1,0,14.2,1.24,26,1,1
757,2019-01-28,2.77,0.9,0.37,1,2,15.91,1.13,11,0,1
758,2019-01-29,4.44,2.34,2.01,0,2,9.66,2.28,18,0,2
759,2019-01-30,0.95,0.29,1.55,0,2,14.19,1.08,24,1,2
760,2019-01-31,0.3,0.28,0.77,0,1,10.78,2.64,25,1,1
761,2019-02-01,1.42,1.56,0.17,1,2,15.06,1.61,14,1,2
762,2019-02-02,1.33,1.27,0.7,0,1,17.97,1.08,19,1,2
763,2019-02-03,0.4,1.16,0.13,0,1,11.62,2.41,19,1,1
764,2019-02-04,3.92,0.51,1.63,1,0,10.75,2.83,17,1,2
765,2019-02-05,1.61,2.18,1.37,0,2,16.45,1.87,10,0,1
766,2019-02-06,4.87,1.07,1.39,1,2,9.6,2.5,29,0,2
767,2019-02-07,4.69,1.22,1.35,1,2,11.76,2.23,18,1,2
768,2019-02-08,4.18,2.08,1.15,1,2,10.04,2.47,7,0,1
769,2019-02-09,0.58,1.98,2.09,1,0,15.2,1.02,25,1,2
770,2019-02-10,0.35,2.75,1.06,1,2,15.55,1.22,17,1,2
771,2019-02-11,0.14,1.5,2.19,1,0,13.12,1.47,9,0,2
772,2019-02-12,4.35,2.06,1.07,1,2,9.0,2.94,13,0,2
773,2019-02-13,2.61,1.33,2.15,1,0,17.13,1.17,15,0,1
774,2019-02-14,2.75,1.78,0.67,0,1,9.59,2.81,9,1,1
775,2019-02-15,2.66,2.95,1.58,1,0,10.63,2.57,9,1,1
776,2019-02-16,1.48,1.4,2.03,1,0,11.02,2.36,16,1,2
777,2019-02-17,0.08,2.1,2.48,1,0,19.18,1.89,26,0,1
778,2019-02-18,3.88,0.48,1.77,0,2,9.4,2.63,15,1,2
779,2019-02-19,1.22,0.69,1.01,0,2,14.62,1.2,17,0,1
780,2019-02-20,1.65,0.88,1.25,0,2,10.59,2.22,20,0,2
781,2019-02-21,2.5,1.84,0.99,1,2,11.46,2.33,18,0,1
782,2019-02-22,1.72,1.32,0.47,1,2,16.34,1.55,24,0,1
783,2019-02-23,3.48,2.53,1.99,1,0,15.01,1.87,20,0,1
784,2019-02-24,2.06,0.49,1.62,1,0,13.22,1.83,11,0,1
785,2019-02-25,3.42,1.52,1.09,1,2,9.6,2.74,21,0,2
786,2019-02-26,2.86,2.96,0.11,0,1,16.98,1.77,13,1,2
787,2019-02-27,0.54,1.55,2.17,0,2,11.0,2.92,22,0,1
788,2019-02-28,0.73,0.22,0.27,0,1,8.21,2.49,7,1,2
789,2019-03-01,0.09,1.54,2.44,0,2,16.15,1.15,12,1,1
790,2019-03-02,0.29,0.91,2.35,0,2,18.74,1.65,20,0,2
791,2019-03-03,1.79,0.69,2.22,1,0,13.75,1.09,13,0,2
792,2019-03-04,2.69,0.62,2.38,1,0,10.78,2.26,10,0,2
793,2019-03-05,4.99,0.96,1.47,0,2,8.25,2.12,24,1,2
794,2019-03-06,1.39,1.19,1.62,1,0,8.29,2.5,18,1,2
795,2019-03-07,2.13,0.72,2.31,1,0,10.49,2.82,15,0,2
796,2019-03-08,4.81,0.25,1.77,1,0,8.12,2.51,12,0,2
797,2019-03-09,4.13,2.27,2.14,0,2,8.05,2.46,23,1,1
798,2019-03-10,0.83,0.57,1.95,0,2,9.66,2.14,21,1,1
799,2019-03-11,1.27,1.08,0.67,0,1,8.44,2.13,7,1,2
800,2019-03-12,1.64,1.43,1.8,0,2,16.7,1.86,7,0,2
801,2019-03-13,0.55,1.74,1.73,1,0,19.06,1.78,13,0,2
802,2019-03-14,4.89,1.12,0.26,0,1,11.22,2.77,27,1,1
803,2019-03-15,1.24,1.5,1.22,0,2,11.5,2.38,7,1,1
804,2019-03-16,1.09,2.23,2.18,1,0,8.45,2.82,20,1,1
805,2019-03-17,1.12,1.29,0.65,1,2,19.76,1.97,7,1,1
806,2019-03-18,0.59,1.66,0.2,0,1,15.78,1.27,23,1,1
807,2019-03-19,1.32,0.2,0.24,1,2,8.86,2.43,8,1,1
808,2019-03-20,0.35,1.84,0.12,0,1,11.31,2.06,19,1,1
809,2019-03-21,3.35,0.01,0.42,1,2,10.29,2.31,19,1,1
810,2019-03-22,0.23,0.51,0.84,1,2,10.2,2.22,12,0,2
811,2019-03-23,3.01,0.3,0.64,0,1,8.86,2.02,29,0,1
812,2019-03-24,3.25,0.49,0.18,1,2,12.52,1.54,28,1,2
813,2019-03-25,2.71,1.39,1.41,0,2,12.98,1.53,10,0,2
814,2019-03-26,2.44,0.92,1.13,0,2,10.73,2.68,28,1,2
815,2019-03-27,1.65,1.28,1.73,1,0,17.99,1.06,27,0,2
816,2019-03-28,3.16,1.64,0.68,0,1,17.21,1.88,16,0,1
817,2019-03-29,0.83,1.0,2.5,1,0,15.25,1.66,11,0,2
818,2019-03-30,3.44,0.62,1.35,0,2,14.43,1.04,27,1,2
819,2019-03-31,3.69,1.8,1.27,1,2,14.62,1.75,15,0,2
820,2019-04-01,2.41,1.22,1.97,0,2,10.91,2.99,13,0,1
821,2019-04-02,3.7,2.27,2.34,0,2,17.3,1.24,17,1,1
822,2019-04-03,0.66,2.26,0.93,1,2,19.99,1.55,19,1,2
823,2019-04-04,4.77,0.73,2.26,0,2,17.93,1.58,7,1,2
824,2019-04-05,2.25,1.52,0.29,0,1,10.4,2.61,11,1,2
825,2019-04-06,3.42,2.9,0.65,1,2,14.06,1.72,6,0,1
826,2019-04-07,4.58,1.68,0.53,0,1,11.41,2.65,10,1,1
827,2019-04-08,1.26,2.91,1.93,0,2,9.27,2.41,7,1,1
828,2019-04-09,4.63,2.69,0.37,0,1,18.91,1.26,20,0,2
829,2019-04-10,1.03,2.82,0.61,1,2,8.68,2.03,9,1,1
830,2019-04-11,0.8,1.32,1.39,0,2,11.45,2.09,15,0,2
831,2019-04-12,4.07,2.18,2.19,0,2,16.86,1.62,6,1,2
832,2019-04-13,3.17,2.6,1.04,0,2,12.67,1.94,6,1,1
833,2019-04-14,0.84,1.53,0.22,0,1,12.95,1.61,26,1,2
834,2019-04-15,0.56,2.14,2.32,1,0,9.2,2.69,24,0,1
835,2019-04-16,2.47,0.13,0.49,1,2,9.63,2.71,25,1,1
836,2019-04-17,2.13,2.46,0.57,1,2,8.22,2.15,17,0,2
837,2019-04-18,4.91,0.53,2.33,1,0,12.17,1.55,23,0,2
838,2019-04-19,3.34,1.69,2.25,0,2,11.53,2.05,5,1,2
839,2019-04-20,1.73,0.96,1.72,1,0,19.11,1.52,15,1,1
840,2019-04-21,2.76,0.34,1.4,0,2,14.24,1.88,16,1,2
841,2019-04-22,0.9,2.43,1.5,0,2,11.82,2.3,28,0,2
842,2019-04-23,3.19,1.86,0.64,1,2,14.94,1.99,23,0,2
843,2019-04-24,4.44,2.59,0.58,0,1,17.05,1.95,6,0,2
844,2019-04-25,2.95,2.23,2.2,0,2,9.6,2.58,17,0,2
845,2019-04-26,1.13,2.41,1.83,0,2,11.18,2.9,26,1,1
846,2019-04-27,3.53,1.32,1.73,0,2,12.83,1.42,6,0,1
847,2019-04-28,4.88,2.29,0.19,1,2,10.51,2.04,24,0,1
848,2019-04-29,1.68,0.67,1.34,1,2,17.37,1.21,27,0,2
849,2019-04-30,3.8,2.45,2.15,1,0,11.18,2.88,8,1,1
850,2019-05-01,0.68,1.73,0.8,0,1,9.24,2.91,29,0,1
851,2019-05-02,0.71,2.63,1.96,1,0,19.2,1.93,20,0,1
852,2019-05-03,3.71,0.45,2.37,1,0,9.27,2.95,29,1,1
853,2019-05-04,1.63,1.76,0.62,1,2,8.09,2.49,13,1,1
854,2019-05-05,1.76,2.43,1.19,0,2,8.21,2.99,13,1,1
855,2019-05-06,0.99,2.57,1.64,0,2,9.35,2.71,6,0,1
856,2019-05-07,0.71,0.51,1.96,0,2,10.44,2.29,28,1,2
857,2019-05-08,4.63,1.08,0.42,1,2,13.25,1.14,21,1,2
858,2019-05-09,2.64,1.68,1.44,0,2,14.89,1.93,27,1,1
859,2019-05-10,0.53,2.78,2.49,0,2,18.47,1.46,15,0,2
860,2019-05-11,4.5,0.35,2.03,1,0,14.82,1.76,12,1,2
861,2019-05-12,0.38,0.49,1.5,0,2,16.3,1.79,6,0,2
862,2019-05-13,3.61,2.47,1.06,0,2,8.36,2.65,27,1,1
863,2019-05-14,2.37,1.2,2.13,1,0,9.07,2.4,11,0,2
864,2019-05-15,0.39,2.19,0.43,0,1,17.18,1.69,13,0,2
865,2019-05-16,4.2,0.67,2.45,1,0,14.28,1.36,15,1,2
866,2019-05-17,3.47,1.38,1.82,1,0,9.99,2.43,16,1,1
867,2019-05-18,1.98,2.27,0.68,1,2,10.78,2.07,24,1,2
868,2019-05-19,1.44,0.32,2.25,1,0,14.09,1.55,21,0,1
869,2019-05-20,0.23,0.26,0.51,1,2,8.96,2.03,20,1,1
870,2019-05-21,1.64,1.98,1.74,0,2,12.9,1.72,11,1,2
871,2019-05-22,3.92,0.54,0.34,1,2,10.18,2.03,5,1,1
872,2019-05-23,3.93,0.86,2.13,0,2,11.06,2.21,18,0,2
873,2019-05-24,3.31,1.79,2.16,1,0,9.32,2.27,17,0,1
874,2019-05-25,4.43,2.29,2.02,1,0,9.84,2.58,24,1,2
875,2019-05-26,1.24,2.45,2.22,0,2,13.74,1.14,5,1,1
876,2019-05-27,4.91,1.93,1.89,1,0,9.87,2.23,8,0,1
877,2019-05-28,1.63,0.0,1.6,1,0,19.6,1.84,18,1,1
878,2019-05-29,0.43,1.9,1.61,1,0,19.17,1.32,27,1,1
879,2019-05-30,3.59,2.21,1.84,0,2,14.29,1.37,8,0,2
880,2019-05-31,3.83,0.36,1.89,0,2,9.66,3.0,13,0,2
881,2019-06-01,1.28,1.5,2.41,0,2,10.72,2.52,16,1,2
882,2019-06-02,2.2,1.19,0.37,0,1,16.36,1.77,6,1,1
883,2019-06-03,0.33,2.73,1.72,0,2,18.13,1.31,10,0,2
884,2019-06-04,3.53,2.49,1.28,0,2,19.8,1.15,26,1,1
885,2019-06-05,2.63,1.13,2.43,1,0,9.24,2.0,22,0,1
886,2019-06-06,4.27,0.8,1.73,1,0,11.72,2.25,13,0,1
887,2019-06-07,0.67,0.28,1.02,0,2,8.5,2.66,8,1,2
888,2019-06-08,2.57,2.54,1.4,1,2,11.88,2.98,26,1,2
889,2019-06-09,2.04,0.36,2.48,1,0,10.86,2.67,5,1,2
890,2019-06-10,0.86,0.49,1.05,1,2,19.94,1.31,23,1,1
891,2019-06-11,4.42,0.02,1.75,1,0,10.03,2.22,28,0,2
892,2019-06-12,1.99,1.43,2.1,0,2,17.45,1.88,25,1,1
893,2019-06-13,4.61,1.49,1.72,0,2,8.9,2.75,13,1,2
894,2019-06-14,4.03,2.15,0.88,1,2,9.7,2.58,14,1,1
895,2019-06-15,4.53,0.25,1.92,0,2,14.22,1.81,28,1,1
896,2019-06-16,3.75,1.3,0.32,0,1,10.24,2.6,22,1,2
897,2019-06-17,2.25,1.26,0.54,1,2,11.96,2.55,24,0,1
898,2019-06-18,1.29,2.66,2.24,1,0,18.33,1.77,12,0,2
899,2019-06-19,3.84,2.75,0.49,1,2,9.26,2.92,19,0,2
900,2019-06-20,3.41,0.43,1.11,0,2,10.11,2.38,20,0,2
901,2019-06-21,1.56,1.08,0.88,0,1,8.43,2.93,15,1,2
902,2019-06-22,3.62,1.31,1.11,1,2,12.33,1.79,22,0,1
903,2019-06-23,1.24,2.33,2.44,1,0,11.73,2.17,24,0,2
904,2019-06-24,2.41,1.1,0.31,1,2,17.9,1.47,24,0,2
905,2019-06-25,4.25,1.62,1.27,1,2,19.74,1.59,29,1,1
906,2019-06-26,3.45,0.19,1.56,1,0,15.43,1.41,17,0,1
907,2019-06-27,2.67,0.98,0.65,0,1,12.42,1.12,20,0,2
908,2019-06-28,2.15,2.42,0.17,0,1,19.47,1.75,15,1,1
909,2019-06-29,1.06,0.24,0.54,0,1,17.04,1.81,14,0,1
910,2019-06-30,0.03,2.76,2.47,0,2,9.23,2.54,11,0,2
911,2019-07-01,3.53,2.8,2.41,1,0,18.66,1.91,13,0,1
912,2019-07-02,2.03,2.39,0.85,1,2,13.45,1.99,23,1,2
913,2019-07-03,0.74,0.1,1.58,0,2,17.1,1.4,17,1,2
914,2019-07-04,2.51,0.38,1.19,0,2,9.54,2.22,22,0,2
915,2019-07-05,2.35,2.43,0.7,1,2,19.02,1.17,15,0,2
916,2019-07-06,1.13,0.32,1.53,0,2,16.31,1.15,10,0,2
917,2019-07-07,3.81,1.15,1.06,1,2,11.21,2.06,6,1,2
918,2019-07-08,2.62,2.21,1.34,1,2,17.94,1.87,14,1,2
919,2019-07-09,0.87,1.64,2.26,0,2,9.42,2.67,16,0,1
920,2019-07-10,0.5,0.58,2.07,0,2,9.63,2.76,13,0,1
921,2019-07-11,2.73,2.81,1.58,0,2,11.01,2.06,26,1,1
922,2019-07-12,3.66,1.78,1.56,0,2,10.55,2.72,18,0,2
923,2019-07-13,1.79,2.26,1.82,1,0,13.57,1.05,22,1,1
924,2019-07-14,4.82,0.48,1.39,1,2,19.92,1.26,24,0,1
925,2019-07-15,3.99,2.57,0.75,0,1,8.95,2.7,26,0,1
926,2019-07-16,3.51,2.8,0.13,1,2,9.07,2.53,6,1,2
927,2019-07-17,4.97,0.75,1.92,0,2,16.86,1.36,22,1,2
928,2019-07-18,1.78,0.69,1.68,1,0,13.45,1.77,21,0,1
929,2019-07-19,2.45,1.57,1.11,1,2,10.38,2.09,24,0,1
930,2019-07-20,1.89,2.58,1.5,0,2,17.16,1.32,26,0,2
931,2019-07-21,3.39,0.36,0.64,0,1,14.07,1.05,28,0,1
932,2019-07-22,2.32,2.49,1.52,1,0,11.61,2.75,22,1,1
933,2019-07-23,0.31,2.64,0.74,0,1,19.76,1.54,19,1,1
934,2019-07-24,4.86,2.07,0.53,0,1,10.48,2.83,11,1,1
935,2019-07-25,3.51,1.32,2.19,1,0,9.49,2.74,15,1,1
936,2019-07-26,0.52,0.81,1.65,1,0,11.94,2.6,5,1,2
937,2019-07-27,4.5,2.26,0.95,0,1,16.22,1.88,15,1,2
938,2019-07-28,4.18,1.61,2.06,1,0,15.66,1.95,20,0,1
939,2019-07-29,0.17,0.04,2.39,1,0,12.38,1.13,6,0,2
940,2019-07-30,3.24,2.8,1.97,1,0,12.91,1.61,20,0,1
941,2019-07-31,0.86,0.54,2.36,0,2,9.17,2.3,7,0,1
942,2019-08-01,1.9,0.75,2.0,0,2,17.54,1.48,12,1,1
943,2019-08-02,2.85,2.11,1.28,0,2,10.51,2.46,21,1,2
944,2019-08-03,3.0,0.22,0.54,0,1,11.85,2.85,5,0,1
945,2019-08-04,4.66,0.72,0.25,1,2,16.5,1.77,26,0,1
946,2019-08-05,0.97,1.92,0.48,1,2,12.18,1.64,19,0,2
947,2019-08-06,0.78,2.46,1.5,0,2,17.78,1.23,11,1,1
948,2019-08-07,3.91,2.22,1.03,1,2,10.03,2.47,26,1,2
949,2019-08-08,0.25,0.91,1.17,0,2,18.09,1.59,16,0,2
950,2019-08-09,2.82,2.21,0.88,1,2,18.73,1.76,8,1,2
951,2019-08-10,3.85,0.15,1.13,0,2,10.79,2.75,20,1,1
952,2019-08-11,2.91,0.49,1.45,1,2,8.71,2.49,25,0,2
953,2019-08-12,2.42,1.56,2.45,1,0,8.61,2.47,14,1,2
954,2019-08-13,4.42,2.49,1.44,1,2,18.88,1.94,26,0,2
955,2019-08-14,1.48,0.37,2.15,0,2,20.0,1.21,19,0,1
956,2019-08-15,3.45,0.93,1.54,0,2,9.81,2.44,17,0,2
957,2019-08-16,3.31,0.66,1.4,0,2,8.63,2.04,8,0,2
958,2019-08-17,3.24,2.22,0.61,0,1,16.28,1.12,16,1,2
959,2019-08-18,3.23,2.38,1.71,1,0,14.97,1.52,10,0,2
960,2019-08-19,4.55,0.21,0.52,1,2,15.02,1.9,25,0,1
961,2019-08-20,3.18,2.21,2.07,1,0,12.81,1.32,15,0,2
962,2019-08-21,0.72,2.62,2.29,0,2,18.53,1.46,10,0,2
963,2019-08-22,1.93,2.29,2.02,0,2,9.51,2.63,20,0,1
964,2019-08-23,4.67,2.6,1.58,1,0,19.69,1.99,7,1,2
965,2019-08-24,4.14,1.25,1.15,1,2,10.04,2.01,25,1,1
966,2019-08-25,2.03,1.19,0.44,1,2,18.86,1.78,8,0,2
967,2019-08-26,2.5,0.22,1.22,1,2,13.61,1.2,13,0,1
968,2019-08-27,1.71,2.57,0.94,0,1,10.13,2.16,17,0,1
969,2019-08-28,1.76,0.67,1.41,1,2,9.15,2.2,9,0,1
970,2019-08-29,2.53,2.38,0.66,0,1,16.77,1.06,25,1,2
971,2019-08-30,3.01,0.22,1.95,1,0,16.31,1.0,15,0,2
972,2019-08-31,2.61,1.66,1.41,0,2,15.28,1.06,7,1,2
973,2019-09-01,4.89,2.52,1.53,0,2,11.98,2.19,22,0,1
974,2019-09-02,4.82,2.3,0.6,1,2,16.74,1.4,28,0,2
975,2019-09-03,4.34,0.66,1.7,0,2,8.78,2.93,25,1,2
976,2019-09-04,2.3,2.74,1.69,0,2,19.01,1.71,25,1,2
977,2019-09-05,2.86,2.47,0.49,0,1,10.98,2.89,5,1,2
978,2019-09-06,0.63,0.47,1.85,1,0,14.73,1.36,28,0,1
979,2019-09-07,4.68,1.44,2.41,0,2,9.49,2.16,29,0,2
980,2019-09-08,4.1,2.01,1.55,0,2,9.84,2.51,13,0,1
981,2019-09-09,0.7,2.26,2.2,1,0,9.55,2.28,25,1,2
982,2019-09-10,0.53,1.54,1.47,0,2,8.52,3.0,29,0,1
983,2019-09-11,4.72,2.09,0.46,0,1,10.88,2.88,10,0,2
984,2019-09-12,2.89,2.68,0.29,1,2,8.27,2.09,5,1,1
985,2019-09-13,4.6,0.11,1.13,1,2,8.13,2.51,10,1,1
986,2019-09-14,4.65,1.45,1.6,1,0,10.23,2.36,22,1,2
987,2019-09-15,0.92,0.74,2.08,0,2,8.25,2.76,17,1,2
988,2019-09-16,2.29,0.1,1.07,1,2,16.78,1.88,11,1,1
989,2019-09-17,2.81,0.72,0.63,0,1,11.58,2.46,15,0,2
990,2019-09-18,4.72,0.92,2.39,1,0,11.07,2.71,18,0,2
991,2019-09-19,0.12,2.36,0.22,1,2,14.74,1.18,10,0,2
992,2019-09-20,1.5,2.64,2.09,0,2,18.18,1.92,20,0,1
993,2019-09-21,0.19,0.65,0.84,0,1,16.96,1.79,11,0,2
994,2019-09-22,4.58,0.7,1.96,0,2,15.62,1.7,26,1,2
995,2019-09-23,1.24,0.61,1.17,1,2,14.71,1.62,12,0,2
996,2019-09-24,0.29,1.27,2.21,1,0,11.63,2.58,25,0,2
997,2019-09-25,2.57,2.24,0.46,1,2,10.67,2.95,27,1,1
998,2019-09-26,3.19,0.98,0.12,0,1,17.8,1.1,9,0,2
999,2019-09-27,4.01,0.38,1.03,1,2,9.4,2.13,8,0,1
1000,2019-09-28,4.36,2.34,0.93,0,1,11.85,2.51,18,1,2
1001,2019-09-29,2.33,2.75,0.31,1,2,17.37,1.06,28,1,2
1002,2019-09-30,4.54,0.98,0.28,1,2,19.31,1.33,24,1,2
1003,2019-10-01,1.6,2.01,2.18,1,0,9.79,2.11,12,1,2
1004,2019-10-02,2.09,0.43,2.02,0,2,8.67,2.61,15,1,1
1005,2019-10-03,4.39,1.12,0.68,0,1,8.1,2.17,20,1,2
1006,2019-10-04,0.1,1.17,2.4,0,2,9.97,2.66,6,0,2
1007,2019-10-05,1.04,2.67,2.26,0,2,13.18,1.52,22,1,1
1008,2019-10-06,3.01,2.32,2.07,1,0,15.48,1.49,5,1,1
1009,2019-10-07,2.21,0.15,0.78,1,2,17.03,1.82,26,0,1
1010,2019-10-08,4.24,1.81,2.1,0,2,10.01,2.79,11,1,2
1011,2019-10-09,4.36,2.21,2.13,0,2,16.89,1.6,7,1,2
1012,2019-10-10,3.32,2.95,2.21,0,2,13.04,1.89,22,1,1
1013,2019-10-11,1.0,2.35,1.49,0,2,8.09,2.89,10,1,2
1014,2019-10-12,0.16,0.14,0.39,0,1,9.08,2.19,6,0,2
1015,2019-10-13,2.31,2.3,2.19,1,0,16.32,1.49,22,0,1
1016,2019-10-14,2.16,0.04,0.42,0,1,9.78,2.78,16,1,1
1017,2019-10-15,4.0,2.56,2.13,1,0,19.86,1.7,12,0,2
1018,2019-10-16,4.19,2.27,2.24,0,2,15.93,1.03,26,1,2
1019,2019-10-17,4.15,2.07,0.51,0,1,11.28,2.06,7,1,2
1020,2019-10-18,1.65,0.7,1.39,0,2,8.87,2.46,20,0,2
1021,2019-10-19,2.47,0.59,1.77,0,2,19.94,1.38,16,1,2
1022,2019-10-20,2.55,2.97,1.64,0,2,17.23,1.6,23,1,1
1023,2019-10-21,0.61,0.88,2.13,1,0,11.46,2.68,18,1,1
1024,2019-10-22,1.63,0.33,2.15,1,0,18.98,1.08,18,0,1
1025,2019-10-23,4.31,2.14,0.96,0,1,18.05,1.34,24,1,1
1026,2019-10-24,1.26,0.05,0.11,1,2,10.4,2.11,27,1,2
1027,2019-10-25,4.57,1.78,0.73,0,1,12.38,1.92,29,1,2
1028,2019-10-26,2.76,2.34,2.17,0,2,19.42,1.12,5,0,2
1029,2019-10-27,2.59,2.65,0.24,1,2,19.61,1.14,24,0,1
1030,2019-10-28,0.03,2.38,1.5,0,2,19.25,1.54,28,1,1
1031,2019-10-29,0.02,2.24,0.61,0,1,8.8,2.4,9,1,1
1032,2019-10-30,2.59,1.59,2.38,1,0,17.19,1.06,22,1,2
1033,2019-10-31,4.44,2.95,0.45,1,2,19.21,1.63,20,1,1
1034,2019-11-01,2.4,0.04,2.18,1,0,19.93,1.89,11,1,2
1035,2019-11-02,1.58,0.66,0.11,0,1,13.29,1.78,19,1,1
1036,2019-11-03,2.44,0.06,0.17,0,1,19.09,1.36,9,1,1
1037,2019-11-04,1.47,1.67,1.06,0,2,19.58,1.96,6,0,1
1038,2019-11-05,3.56,2.33,2.49,1,0,18.24,1.94,25,1,1
1039,2019-11-06,1.73,2.65,0.98,0,1,10.21,2.28,21,1,1
1040,2019-11-07,3.27,2.32,1.58,1,0,10.37,2.94,13,0,2
1041,2019-11-08,0.37,1.73,2.39,0,2,10.49,2.23,27,0,2
1042,2019-11-09,4.02,1.94,1.76,1,0,10.44,2.51,18,1,2
1043,2019-11-10,3.87,0.39,0.65,1,2,13.62,1.17,11,1,2
1044,2019-11-11,3.98,1.61,0.68,0,1,10.16,2.65,13,1,1
1045,2019-11-12,2.53,1.93,1.12,1,2,12.36,1.69,18,1,1
1046,2019-11-13,0.57,2.16,0.96,1,2,9.45,2.06,24,1,1
1047,2019-11-14,3.71,1.19,0.68,1,2,13.15,1.54,22,0,1
1048,2019-11-15,0.69,1.44,0.13,0,1,8.14,2.24,7,0,1
1049,2019-11-16,0.61,2.53,2.17,0,2,12.37,1.77,18,0,1
1050,2019-11-17,0.67,1.97,1.77,0,2,13.43,1.9,13,1,2
1051,2019-11-18,0.51,2.66,1.49,1,2,17.37,1.26,20,0,2
1052,2019-11-19,2.33,1.45,1.69,1,0,10.23,2.17,7,1,1
1053,2019-11-20,2.68,1.54,2.41,0,2,13.73,1.9,16,1,1
1054,2019-11-21,1.99,0.47,0.48,0,1,19.96,1.51,27,1,1
1055,2019-11-22,0.66,1.54,0.65,0,1,18.1,1.31,23,0,1
1056,2019-11-23,4.33,2.01,0.14,0,1,11.92,2.21,11,1,1
1057,2019-11-24,1.9,2.25,1.47,0,2,14.16,1.13,17,0,2
1058,2019-11-25,2.56,0.37,2.41,0,2,12.29,1.72,12,0,1
1059,2019-11-26,0.59,1.07,0.68,0,1,9.22,2.82,20,1,1
1060,2019-11-27,4.64,2.76,0.81,0,1,13.21,1.92,23,1,2
1061,2019-11-28,3.68,0.33,0.86,0,1,9.35,2.44,28,0,2
1062,2019-11-29,0.48,0.4,0.94,0,1,8.68,2.28,26,0,2
1063,2019-11-30,1.16,2.42,1.74,0,2,14.36,1.39,6,0,2
1064,2019-12-01,3.03,1.6,1.1,1,2,8.69,2.16,17,1,2
